article_id,year,clean_text
548,1988,centuri wretch rainstorm could stop weather equip count pelt invad batter tool swelter summer frozen winter held wind scream destruct around pitiabl pit equip face inescap forc demolit offic build frank farley state marina torn part renov project leav weather offici choic
549,1988,brown sharp mfg co yesterday report second quarter net incom cent share compar second quarter earn cent share earn first half cent share compar cent share first half kingstown base compani said per share amount adjust reflect june stock distribut one share class common stock
550,1988,jacksonvil fla ap jacksonvil man admit put mous coor beer plead guilti tuesday charg product tamper extort made public apolog given month prison want publicli admit caus mous place coor beer acknowledg wrongdo act jame harvey told circuit judg hudson olliff repres adolph coor co judg sentenc harvey
551,1988,two set twin wrestl team seoul olymp minnesotan duan denni koslowski clinch olymp berth greco roman competit jim bill scherr repres unit state freestyl wrestl among wrestler grappl way onto olymp team trial end saturday night pensacola fla th final team member decid later john morgan
552,1988,boston prolong depriv resid eleg histor brownston posh condominium make beacon hill back bay final get peopl citi modest neighborhood year cabl televis argument ground cabl wire would spoil neighborhood histor integr block cabl instal boston priciest address four year compromis reach wire way
553,1988,bank broad river seem like perfect place build home six year ago today earl taylor never turn driveway without rememb four young hoodlum ransack hous nearli shot gun fact word cast chill bright june afternoon shoot gun taylor heard shot rang know
554,1988,monro development center two affirm action offic one rochest one albani come pass tale loophol ridden civil servic system albani employe actual job noth rochest facil anyth affirm action hire promot program run employ offic mental retard development disabl agenc admit employe
555,1988,make stand crime riversid park resid join citi crew saturday draw line neighborhood boundari spent day place reinforc orang white barrel intersect throughout struggl southwest fort lauderdal neighborhood member riversid park resid associ hope bold stroke deter drug traffic commut use residenti street shortcut sleep last
556,1988,watson miss thelma die friday oct lane memori hospit zachari nativ lifelong resid slaughter retir first grade schoolteach year servic taught east feliciana parish east baton roug parish silliman institut visit charlet funer home zachari noon religi servic sunday conduct rev basil wicker burial redwood cemeteri slaughter surviv
557,1988,pay increas averag percent year next nation salari work forc narrowli outpac expect inflat accord survey releas thursday confer board privat busi inform group report salari worker cover overtim labor law provis cleric worker would rise averag percent year salari exempt worker manag profession
558,1988,citi gari hart first appear sinc restart democrat presidenti candidaci three week ago exhort high school student friday work campaign would like help would like earn help said hart hand voter registr card spoke student high school knock door distribut campaign literatur earlier crowd sever hundr onlook press around
559,1988,leon bigelow resid highland nurs home massena formerli town dekalb die saturday even massena memori hospit massena patient sinc sept funer tuesday green funer home gouverneur rev lee vonwald offici burial waysid cemeteri richvil call hour today funer home surviv five brother
560,1988,boston live bosendorf rocket scientist robot expert use foot piano team creat instrument record everi flicker virtuoso finger improv bosendorf se imperi grand look like piano next comput behind keyboard optic sensor tini electr motor three link comput form gut frighteningli accur music instrument invent wayn
561,1988,master univers congression record state senat fairest accord staff member weekli roll call ask name handsomest pair senat tim wirth bill armstrong took top honor edg second place winner larri pressler tom daschl third place winner john kerri ted kennedi worst attend
562,1988,takeov rumor wednesday fuel freight corp stock surg percent valu fourth biggest gainer stock exchang cherryvil base truck firm stock travel sharpli higher jump high close volum wednesday soar share nearli time last week total volum explain carlisl jackson freight
563,1988,miami shore polic arrest year old allegedli hit polic offic saturday morn shore polic said found rafael urquiga nw th ave sit ground garag door hous block northeast th street neighbor report see someon suspici area polic said urquiga could explain neighborhood found screwdriv tuck pant leg polic arrest
564,1988,marrero legend treasur plunder lie somewher beneath muddi foliag jean lafitt nation park buri crafti old pirat archaeologist claim anoth possibl valuabl bounti lie muck call clay sift fact romant folklor professor richard shenkel valiant crew pillag ground summer led shenkel nine would archaeologist univers orlean
565,1988,vote set campaign financ bill senat weari two day nonstop debat fire part shot democrat campaign financ bill yesterday prepar vote today probabl kill legisl senat democrat leader robert byrd forc filibust campaign bill keep senat around clock session filibust end yesterday afternoon byrd hope wear republican
566,1988,third grade student three public school classroom begin studi japanes cultur languag today pilot project develop state educ depart old dominion univers japan cultur project elementari school student use develop technolog electron classroom program cornerston project initi educ offici grown acut awar need internation curriculum
567,1988,london entir royal famili drank rose water finger bowl spare dinner guest thought soup embarrass former chambermaid queen elizabeth ii said articl publish wednesday britain popular press report queen furiou revel maid work queen balmor castl scotland last summer daili mirror said maid identifi betray royal famili confid
568,1988,shippensburg univers concert choir madrig singer present concert season sacr music thursday first church god fourth strawberri street choir made student depart univers ensembl singer group repertoir includ classic contemporari work year tour includ magnificat flor peeter well music handel johann
569,1988,engin studi interior structur clover jail determin build plan two cell femal prison addit space jail mean clover polic would longer transfer femal prison counti jail transfer prison often take offic appoint duti cost depart transfer back forth court engin check see construct worker
570,1988,cycl driver ticket tuesday crash wichita man cite failur yield right way motorcycl truck collis tuesday put wife hospit spencer shipley wichita suffer head bump scrape list fair condit tuesday night hutchinson hospit wife angela shipley east th suffer broken femur point midway knee hip list stabl condit hospit
571,1988,feder scientist report tuesday atmospher ozon northern hemispher declin significantli past two decad studi authorit far reach conclus similar anoth report earlier year add import detail extent worldwid deplet protect ozon shield tuesday studi releas nation aeronaut space administr nasa also found loss ozon
572,1988,cut cost state tell agenc gov cuomo top budget aid said state agenc ask spend increas next year troubl fiscal pictur probabl continu worsen state budget director dall forsyth statement came day cuomo reveal project budget deficit fiscal year grown almost billion april may june first three month budget year
573,1988,gossip goddess liz smith say concert london michael jackson went elstre studio steven spielberg shoot raider lost ark iii jackson told director want play lead role phantom opera come screen accord smith jackson go spielberg well look much spielberg one bring giant london broadway music
574,1988,alameda counti supervisor charli santana fine state fair polit practic commiss violat state law particip vote benefit campaign contributor fppc announc thursday contest vote taken oct local agenc format commiss santana sit repres board supervisor result vote commiss approv annex acr parcel citi dublin
575,1988,two son gertrud templ want littl girl april got wish america would never stori ann edward tell shirley templ american princess exactli happi one mommi dearest either cours acknowledg start even templ america dimpl depresss darl exactli normal childhood busi america box offic star
576,1988,atlant citi quit possibl even though face open busi better part minut evand holyfield never felt touch angri glove friday night measur holyfield victori pinklon thoma seventh round technic knockout thoma came endur inevit meanest test second foray heavyweight divis holyfield own ring even fail
577,1988,rudolph ritchott ritchott court self employ contractor year die morn kent counti memori hospit warwick ill husband rita ouellett ritchott born warwick son phidora chartier ritchott warwick late georg ritchott mr ritchott armi veteran world war ii member holi name societi st john church local nation member aarp
578,1988,chairman democrat citi committe robert bradi said yesterday expect mayor good would name john smithyman act citi control move would lift polit burden good shoulder although bradi said direct word good bet bet would smithyman smithyman longtim deputi citi control run offic day day basi sinc dec resign citi control joseph
579,1988,chesterfield fire protect district board director vote take tax increas proposit aug elect ballot district resid might still see increas tax bill june board vote put aug ballot propos rais properti tax financ pension fund cent cent assess valuat monday night board vote take issu ballot opinion
580,1988,congressman sidestep normal procedur congress use gigant spend bill creat immigr law aim bring vietnames born children american servicemen unit state within two year repres robert mrazek head back vietnam next week tri persuad vietnames offici take addit step let children immedi famili come unit state
581,1988,mission project featur today cover stori repres energet signific effort part three church remain activ columbu neighborhood infanc mission alreadi seen model unit methodist congreg denomin well accord john edgar methodist urban ministri offic columbu link suburban church often signific financi resourc inner citi
582,1988,three member congress tri head possibl air forc elimin fleet sr spi plane could mean close beal air forc base marysvil rep walli herger rio oso whose district includ beal thursday join republican sen pete wilson orrin hatch urg reagan administr exercis option plea letter jame miller director offic manag
583,1988,richard dent one nfl top defens player calvin thoma reserv run back suspend day violat leagu polici drug chicago bear announc wednesday statement bear said dent thoma remain bear train facil oct charl white lo angel ram also suspned day wednesday bring number player affect substanc abus polici
584,1988,patriot news honor editor publish magazin multimedia market project harrisburg area jame shoop advertis sale manag said newspap receiv certif merit entri magazin annual award competit newspap market research promot project metro harrisburg america nd market titl multimedia present includ narrat slide show
585,1988,enjoy may articl homeless woman camp minneapoli much read twice depth search report provid stori captiv want end peopl need know chain circumst lead peopl live street joan randal st paul park
586,1988,write repli june daili news editori headlin tune nimbi nois one mani san fernando valley resid insult nimbi nois nonsens live five hous away propos burbank chandler line past year children classroom face synagogu across street last year move last minut addit disclosur statement inform us possibl
587,1988,citru counti use one medium town place scour four daili newspap ignor broadcast report late novemb citru counti enter electron age citru event still get cover regular pack four newspap scribbler also lanki guy microphon dimens citru news joe kovac age sole report news director anchorman winv one two radio station citru
588,1988,kraft inc nation food compani said studi billion cash offer tobacco giant phillip morri co potenti second largest merger histori friendli takeov attempt surpris analyst phillip morri offer share monday food giant bid repres premium nearli percent kraft close price share stock exchang kraft issu statement say would consid
589,1988,jeff robinson pitch five hitter win seventh consecut game tiger beat baltimor oriol last night detroit reduc yanke eastern divis lead one game robinson struck four walk one allow runner reach third pitch second shutout third complet game mike boddick allow two hit seven inning walk five struck three win streak halt three
590,1988,weather permit th annual sunkist easter basebal tournament sponsor tara begin today trojan set open play rival broadmoor defend champion baker cathol set meet afternoon game east ascens glen oak play st amant belair cap day action meanwhil donaldsonvil tiger relay
591,1988,claud lemieux mat naslund goal two assist wednesday night lead host montreal canadien victori boston bruin montreal built lead geoff courtnal glen wesley score third period goal boston bruin relinquish first place adam divis canadien quebec peter stastni score two goal assist third east rutherford nordiqu hand devil
592,1988,sound dire warn time run white hous sought monday ralli loyal republican conserv democrat behind third drive year aid nicaraguan contra eve meet bipartisan congression leadership white hous spokesman marlin fitzwat said presid reagan would appeal anoth showdown congress week despit defeat two aid packag sinc feb fitzwat conced white hous
593,1988,footbal coach bill curri carri field last night victori curri inform game contract would honor season photo caption
594,1988,week seattl bad vacat look tourist given limit hole pocket budget spent last week seattl mayb quit coast island quit well thank minut write float old patch truck inner tube beneath incred blue seattl sky old sol turn high turn
595,1988,cost colleg textbook nation doubl sinc case increas significantli less correspond tuition board increas institut textbook repres hefti invest student bookstor oper say ware still repres bargain term overal colleg cost john freeman director bookstor colleg william mari presid colleg store
596,1988,assembl overwhelmingli approv bill requir aid test prostitut john jane speaker willi brown narrowli turn back challeng author republican dissid democrat bill approv vote yesterday carri assemblyman bruce bronzan fresno provid feloni penalti prostitut buy servic know aid base earlier convict would
597,1988,counti health offici friday began spray insecticid acr swampland oneida lake town monro spray come respons state test reveal presenc eastern equin enceph mosquito drawn toad harbor swamp spray expect continu saturday even possibl sunday accord counti health offici oswego counti health commission rupert collin said likelihood
598,1988,sen gordon humphrey apolog congression candid say stay home two children remark call plain stupid plain english made mistak sorri apolog hampshir republican said statement thursday humphrey unleash protest foe support republican betti tamposi tuesday said self evid cannot work hour day congress
599,1988,abc abc world news tonight peter jen cb cb even news dan rather nbc nbc nightli news tom brokaw abc knightwatch detail announc cb hour nbc cosbi show theo ask best friend denni help get date julia plan backfir pb macneil lehrer newshour nbc differ world jaleesa whitley must overcom differ
600,1988,edith dant joseph oliv tobin ii engag plan wed earli spring edith former cotillion debutant graduat brown univers daughter mr mr adolphu andrew jr san francisco marri late john dant son charl year old joseph graduat univers financ degre real estat manag parent mr mr michael henri de young tobin hillsborough
601,1988,state polic safe deton three bomb found car servic area turnpik ridgefield tuesday morn charg man illeg possess explos bomb found vinc lombardi servic area around state trooper top man careless drive state polic said inch long devic fill two pound gun powder bb nail explod uncontrol could caus
602,1988,school board member offici cheer tuesday final talli outlin rare occurr borough school budget pass vote favor million budget call tax increas point school board member elat realli work get parent schoolchildren vote said michael disbrow board financ committe chairman reelect tuesday last year voter defeat
603,1988,hard imagin might go mind marion parent keep thrust children piti win conflict eastfield elementari school three children rang age evid led believ right duti turn public school forum fire brimston preach school offici disagre cours three keep draw suspens actual
604,1988,ken boyl chatham state run univers truste democrat ticket say think presidenti candid michael dukaki squeak statewid victori think close boyl said wednesday think dukaki rebound last week day may case day pol parti talk statewid abc news poll show dukaki republican vice presid
605,1988,campaign season lot get said often plainli stupid disgust gop chairman jack hawk claim michael dukaki see noth wrong sexual exploit children sometim seem unlik exampl written respons afl cio questionnair lyon gray winston salem republican run congress ask posit bill limit textil import mr lyon respond
606,1988,gulf war heat decept lull iran iraq resum attack ship persian gulf far attac ks launch kuwaiti tanker receiv protect navi inevit accid design protect ship hit given tens state affair even minor incid could lead war iraq found persian gulf alli could arrang someth happen set
607,1988,headlin feb burial palestinian bulldoz outrag isra memori rout mark area warsaw ghetto upris build memori rout gaza stori remain much even name chang except inclus palestinian iron palestinian make headlin today jew exclud headlin shout news jewish
608,1988,dead leav swirl cold air zina garrison head tenni court blusteri winter wind whip gray sky swing drawstr gold sweatshirt across face quickli dri pool perspir form hour slam tenni ball across net still recov recent bout flu year old tenni star eager take break coach willi thoma begin gather dozen tenni ball
609,1988,sergei bubka soviet union broke world record pole vault ninth time vault feet inch sunday grand prix track field meet nice franc fail three time becom first man clear feet clear record height first tri bodi nearli inch bar fail three time two time world champion set previou record bratislava czechoslovakia
610,1988,four student garfield high school way san diego citi council would give green light red light district prostitut could legal pli trade one surpris four teen ager part conting student special council meet last night unabl get council support instead mayor connor four council member struggl word search way foist question
611,1988,afghanistan great game revisit edit rosann klass freedom hous pp fall afghanistan insid account abdul samad ghau london pergamon brassey intern defens publish pp word afghan probabl brought peopl mind thought cuddli wool blanket state thin hound regular peopl afford soviet invad afghanistan doze mass
612,1988,health pregnant women work american medic associ issu guidelin long pregnant women continu work report recent publish bureau nation affair gener guidelin say woman work entir week pregnanc physic demand job limit intermitt sit light task ama advis stop work week job requir intermitt stand total
613,1988,lotteri lotto jackpot million roll ad saturday prize pool one correctli guess six number chosen wednesday night draw lotteri offici said thursday project prize pool saturday million lotteri spokeswoman sheri mossett said one select six number four ticket five six number plu bonu number ticket holder share pool
614,1988,presid reagan call down iranian passeng jet warship persian gulf understand accid said monday navi ship would stay gulf despit attack reportedli kill peopl want peac gulf also want right navig intern water reagan said return white hous independ day ceremoni weekend camp david md rear adm william fogarti
615,1988,campaign hard press area industri midwest last week michael dukaki tri claim economi issu use vice presid georg bush dukaki promis creat better job target feder aid region high unemploy appeal messag audienc democrat presidenti nomine charg bush would continu passiv econom polici reagan
616,1988,lt gov richard licht may found easi say fulli back jess jackson jackson emerg democrat presidenti nomine rank jewish democrat politician yet anyway make pledg includ bruce sundlun parti candid governor may standardbear includ two veteran state legisl sen victoria lederberg provid sen david shole
617,1988,remodel squar feet way walnut squar shop center drug emporium inc retail drug store occupi space said chri hopkin jester associ direct project construct complet april estim cost hopkin said dan bate owner drug store includ full servic pharmaci hopkin said
618,1988,nashvil tenn year old mcminnvil tenn girl serious injur struck head lawn dart last week sat visit rel monday hospit spokeswoman said ami herron emerg three day coma last weekend follow surgeri remov dart forehead critic stabl condit vanderbilt univers medic center awak alert hospit spokeswoman nanci humphrey said abl
619,1988,lowest bid ensur best work three franklin counti offici said yesterday four day confer counti offici counti commission jack foulk dorothi teater counti administr jeff cabot explain system balanc cost qualiti competit bid requir purchas profession servic legal architectur engin work exempt franklin counti decid
620,1988,dead panther found last week stymi state biologist wonder anim far everglad known habitat endang panther tom logan state game fresh water fish commiss said monday biologist tell panther hit car last week near tallahasse panther first time year one anim seen
621,1988,light went monday night wrigley field chicago burst cheer song chicago cub gave fan preview first night basebal game year old ballpark six tower bank floodlight set stage dress rehears histor game play aug monday festiv includ autograph session home run contest team workout crowd fan rose join nation anthem
622,1988,govern report half mother remain labor say first kid go back work within year say mean work make awash sea report studi stori mother go back work find fulfil reach full potenti space grow mother went back work would enough food
623,1988,first full quarter oper borden chemic plastic limit partnership geismar report revenu million net incom million cent per unit period end march cash distribut cent per prefer common unit payabl may unithold record april also declar meet board director bcp manag inc bcpm gener partner cash distribut percent
624,1988,citi man charg counti drug task forc citi man arrest drug charg yesterday ongo investig dauphin counti drug task forc dean carter block sixth street await arraign last night district justic edward william elizabethvil charg deliveri cocain crimin conspiraci task forc spokesman david
625,1988,german chancellor helmut kohl met today dissid former nobel peac prize win physicist andrei sakahrov laid wreath tomb unknown soldier visit grave german soldier taken prison world war ii meet sakharov releas seven year intern exil last minut germani embassi last week soviet academi scienc complet rehabilit sakharov
626,1988,year ago one american man surviv open quarterfin alarm bell went throughout land cynic insinu yank becom either wimp burnout hungrier european taken game well month later look happen year eight quarterfinalist remain berth determin tuesday percent made america boy everywher seem young old
627,1988,john til hazel one power men america believ forb magazin perhap success develop partner hazel thoma fisk beckhorn hane one largest influenti law firm state also polit kingmak appear howev hazel met match anni snyder diabet grandmoth convinc congress condemn
628,1988,delahoussay mr henri geneva die saturday april resid resid breaux bridg religi servic pellerin funer home breaux bridg monday burial st joseph cemeteri cecilia surviv two son henri delahoussay jr lafayett brian fuller delahoussay cecilia two daughter mr donald fay buech baton roug diann mari primeaux gonzal brother ernest mcdaniel jackson
629,1988,nation stock commod market open usual today govern offic mani bank close observ veteran day develop union repres meatcutt wrapper gave hour notic seven southern supermarket chain would cancel extens labor contract expir last sunday talk continu replac contract union said strike possibl unless agreement reach
630,1988,homeown may abl save money insur hous car singl polici say bruce jacobson branch manag chicago offic continent insur separ home car insur polici may danger gap costli overlap coverag due separ properti liabil limit bottom line less valu money jacobson said compani issu combin polici call continent link plu avail owner
631,1988,life easi week gopher offens practic invari went long coach john gutekunst oversaw everi facet offens drill local color line coach jim hueber make point sweep gestur rais voic offens must improv gopher overal big ten win homecom game underdog northwestern tonight metrodom carri momentum rest
632,1988,east anchorag assemblyman brad bradley said thursday elect replac invalid wrong ballot given voter includ wife bradley said ballot error could cost elect candid endors precinct worker bradley said complain said never heard accord municip clerk said brief investig found evid anyon get wrong ballot
633,1988,two swing bat pound cypress colleg second baseman mark steinert becam babe ruth day saturday pair solo home run provid win margin charger orang empir confer victori citru colleg cypress cypress coach scott pickler less surpris steinert prowess might expect make three homer last two game pickler said stronger look look basebal
634,1988,live televis program wednesday kptv columnist jack anderson present evid wit say persuad warren commiss wrong anderson believ john kennedi assassin mob arrang hit order fidel castro castro kennedi kill anderson believ kennedi cia direct use mob hit men sever attempt kill castro come heel nbc
635,1988,oper propos car rental agenc may spin wheel week board zone appeal member told robert rennewanz advantag car truck rental base merrillvil lincoln knoll estat subdivis restrict coven prohibit commerci establish regardless zone restrict coven caus owner sherwood music school vacat build commerci zone frontag properti subdivis homeown
636,1988,irvin condomimium owner associ su irvin co donald bren co million claim compani fail inform associ member condominium two special properti tax district suit contend condo owner pay total million surpris tax northwood timberlin homeown associ suit file last thursday accus irvin co donald bren co fraud neglig
637,1988,san francisco mayor art agno form task forc yesterday overse memorandum understand navi base battleship agno vehement oppos agreement requir citi pay million dredg cost battl group arriv san francisco voter narrowli support propos novemb elect proposit percent vote voter reject agno rival
638,1988,local man walk villag polic station saturday night confess march burglari seneca fall polic said ray chilson van cleef st charg fourth degre burglari fourth degre grand larceni feloni polic said chilson held arraign saturday night sent seneca counti jail afterward pend feloni hear polic said confess broken clinton
639,1988,polic bulldoz teeter hous yesterday keep peopl return home left unsaf earthquak kill least peopl india nepal offici countri expect death toll rise relief worker reach remot town inaccess sinc sunday devast quak road flood heavi rain continu yesterday other foot deep crack block boulder size hous
640,1988,albin martin lake worth die friday servic held riversid guardian chapel palm beach codel betti palm beach die monday servic thursday lighthous baptist church palm beach thoma price funer home palm beach connolli franci riviera beach die monday servic portland thoma price funer home palm beach davi dorothi palm beach die sunday
641,1988,organ form miami serv hispan aid use clinic servic educ program nonprofit la liga hispana contra el sida hispan leagu aid open offic manuel artim commun center littl havana worker offer individu famili therapi session orient prevent seminar hispan commun econom assist program neediest patient
642,1988,rome ugandan airway boe crash thick fog broke two caught fire main highway near rome leonardo da vinci airport earli today twenti eight peopl fear dead plane carri passeng crew crash road twenti three peopl rescu char hulk airlin lay smoke muddi field today firefight rake debri two bodi cover sheet lay near shatter aircraft seat cushion box
643,1988,biographi portray john lennon drug addl anor exic bisexu rage way liverpool citi total fiction yoko ono said nation radio broadcast amaz somebodi took poetic licens see john dramat describ someth john ono said wednesday night first broadcast comment book albert goldman live john len non goldman
644,1988,san diego although senat yet ratifi pend arm control agreement gener dynam san diego instal seven trailer would use team soviet missil inspector escort furnish trailer quietli set last month ground air forc plant two larg build visibl highway outsid allow enter plant ground see trailer
645,1988,brigadoon intern measur system im divis wednesday yacht audi southern ocean race confer sorc complet slow race st petersburg fort lauderdal brigadoon frer skipper perri harri bob morton cross finish line correct time hour minut second pirat twin shumach finish second im correct time fair ladi johnston third
646,1988,veteran japan attack pearl harbor get littl recognit bill propos senat john mchugh watertown pend senat make legislatur mr mchugh bill would provid issu special licens plate survivor day infami number veteran group interest licens plate sever state pass similar bill mr mchugh said mr mchugh becam
647,1988,unit technolog corp monday report third quarter net incom million per share percent period last year strong sale utc oti elev ut automot subsidiari larg commerci engin aircraft order pratt whitney divis help spur latest result compani said net incom third quarter million per share effort posit unit technolog
648,1988,citi chief zone offic rule local aid hospic violat zone code must vacat residenti hollywood neighborhood decis made lightli consid impact affect properti unfortun occup zone administr franklin eberhard build safeti depart wrote monday zone administr fervent desir legisl solut found appropri hous may
649,1988,franki burn say arena thursday night game pittsburgh penguin talk upset franki burn suppos dead youth franki blue equip manag hodgkin diseas cost hip spleen keep sh arpen skate sharpen wit club life two week ago franki caught fatal brand bacteri mening even peopl
650,1988,tuscaloosa ala lsu women basketbal team still hunt southeastern confer titl meet clock tonight memori coliseum ladi tiger overal sec ladi tide overal leagu sec women game tonight long beach state chattanooga auburn state ole miss lsu come upset
651,1988,jazz complet complex deal send backup center mel turpin spain exchang jose ortiz team first round draft pick nba club announc friday deal done jazz presid dave checkett said mel turpin clear waiver today properti spanish team deal jazz turpin ortiz zaragoza team spain complet last week nba player associ want make sure pro club
652,1988,brian harper answer question dozen time stand minor leagu play world seri put like spend time prison say harper catcher spark portland ore pacif coast leagu atmospher looser player close fun game world seri harper st loui rob prestigi place basebal histori hit could
653,1988,garfield led briggett holm point shelli boston cruis metro aaa victori blanchet last night remain unbeaten leagu play bulldog pull away second quarter score run improv metro aaa brave led game high point helen bajocich slip metro play franklin roosevelt debbi drake led way point franklin kept pace
654,1988,ronald fitzgerald barlow st construct labor foreman beaver builder newton past three year die sunday charlton memori hospit husband patricia mccarthi fitzgerald born beavertown pa son late thoma helen noweck fitzgerald live fall river sinc mr fitzgerald serv navi besid wife leav two son edward thoma fitzgerald fall river
655,1988,land lake special govern meet tonight plan round tabl discuss issu affect counti citi relat elect offici administr pasco counti citi port richey port richey san antonio saint leo dade citi zephyrhil invit meet pasco counti school board chamber land lake discuss topic librari transport plan resourc recoveri street
656,1988,usa trade deficit late roller coaster ride expect dip march figur releas tuesday would good dollar wall street consensu among economist usa march import billion billion export billion gap februari economist allen sinai boston co econom advisor see gap close rapidli long busi consum keep gobbl
657,1988,walli joan daggett battl stray voltag effect dairi cattl decad file financi reorgan feder bankruptci law dagget blame financi strait stray voltag say came util line shock cattl drink milk shock caus drop milk product meant could make end meet dagget said septemb nation land bank
658,1988,time face gruesom realiti worst nightmar come true traffic go get wors much wors horrend wors bad manhattan bad day wors gridlock hellhol lo angel less year feder highway administr predict congest sixth worst nation lo angel even top even say kay henderson secretari
659,1988,anaheim calif greg bell take suspend charl white rush yard score touchdown yesterday lo angel ram beat detroit lion bell fifth year pro came ram eric dickerson deal year ago carri time score yard dive white overcam cocain problem last season lead nfl rush last week suspend day nfl violat substanc abus polici
660,1988,middlesex counti sheriff georg zeeb decid teach deputi sheriff swing baton self protect foot long ounc black baton made aluminum plastic recent becam part superior court deputi sheriff equip baton resembl old fashion nightstick design aid self defens carri holder belt although deputi sheriff rare need defens weapon zeeb said want well
661,1988,earli morn fire kill three peopl injur five other yesterday home elderli may hous resid permit licens spokesman state depart social health servic said home licens four bed total eight peopl includ owner stay frame hous dead scene fire evelyn harri alic thompson paul johnson whose badli
662,1988,judg order minneapoli restaur close week fail obey court order honor two one meal coupon sheriff deputi monday shut omar oasi middl eastern restaur cedar ave order hennepin counti district judg myron greenberg order respons request entertain public publish entertain coupon book omar list coupon book sinc
663,1988,thousand twin citi resid turn porch light treat night tuesday join million peopl citi nation demonstr commun involv anticrim effort minneapoli fifth annual nation night crime featur varieti outdoor activ includ bicycl relay link citi neighborhood two youth parad hundr block parti progress
664,1988,much nation shiver anoth morn freez cold weather saturday carolina upper midwest although temperatur warm bit day northern state alamosa colo report nation coldest overnight temperatur second straight day mercuri hit record degre zero butt mont elizabeth ill temperatur gener freez
665,1988,headach subsid contempl nation footbal leagu playoff permut come shuffl postseason date time weekend easi nfl would prefer playoff game christma sinc doubl overtim monster dolphin chief edict one object avoid christma play hbo explor subject depth week insid nfl debut
666,1988,hispan voter roll allentown lag consider behind citi vote popul gener turnout nov presidenti elect five regist hispan vote accord check hispan allentown voter list vote percent slightli less turnout rate black voter citi vote among regist percent citi vote
667,1988,hous cost town increas dramat recent year polic find difficult afford home commun hire serv presid polic union said wednesday reason stan fiminski presid niskayuna polic benevol associ said ask town offici rescind modifi year old polici requir polic live town pba await repli town fiminski said
668,1988,editor repli rebuk order robert page rant regard preserv dey brother build horrid exampl hazard connect old build advis page visit citi quebec foolishli inhabit let hous stand built far back nonsens result million visitor swarm town gawk stupid old structur ancient build shop
669,1988,deleg democrat nation convent top heavi big citi folk yerington joe dini carri torch atlanta rural counti back home slot rural repres deleg usual fill someon larger carson citi elko district dini see role excel chanc speak issu rural year old speaker state assembl alreadi
670,1988,one overrid impress jail eight radio differ station two televis set separ channel run time full volum loud peopl yell back forth thing clang metal door slam clang bang time kick heroin freebas cocain sleep eat well lay roll bunk look like hog spit
671,1988,baton roug gov buddi roemer refus make key compromis failur involv enough legisl key reason cite tuesday sever area lawmak failur tax packag other said roemer campaign promis cut budget rais tax factor mani said disappoint lawmak let issu go poll jettison dec special elect refus compromis said rep john
672,1988,weekend vandal caus estim damag sand mine oper east mission road sheriff deputi said someon experienc oper heavi equip start heavi duti loader sometim saturday sunday vandal ran destroy sand screen drive loader san lui rey river
673,1988,falcon fire protect district plan ask resid vote oct one mill tax increas construct fire station black forest meridian murphi road fire chief vern kaufmann said monday one mill per home per year would produc extra year construct equip station said district resid reject similar propos margin vote
674,1988,ethel konzelman done research histor hous park st loui counti bissel hous far go jefferson barrack far go involv establish sever counti museum art fair contribut research talent write sever histor book novel acknowledg effect st loui environ beat
675,1988,del citi man threaten kill girlfriend sever neighbor shot del citi polic offic arrest intens search late wednesday polic spokesman said thoma warren lang se terrac citi jail complaint assault danger weapon intent kill assault danger weapon intent kill polic offic said del citi polic lt leon ripe
676,1988,multimillionair phil sokolof hard drive owner phillip manufactur co omaha sokolof ran mile two three time week push up sit up regularli ymca kept foot inch frame lean pound midday oct sokolof suffer near fatal heart attack steel product busi spent three week hospit attack sokolof read satur fat chang eat habit
677,1988,earli edit round mike tyson lawyer move heavyweight champ divorc bout fought boxer seek annul eight month marriag actress robin given start earli edit jet trounc jet jame hasti bat pass intend buffalo bill trumain johnson one jet success loss see sport two yorker charg
678,1988,take note sport world scott verplank qualifi golf comeback player year verplank two stroke victori buick open yesterday second pga tour win rocki debut profession verplank western open amateur follow summer first tournament pro open shinnecock hil finish th instant stardom predict expect wore heavili
679,1988,boston democrat presidenti candid michael dukaki tuesday offer deficit reduct program focus defens cut remark came day governor chief rival nomin civil right activist jess jackson challeng dukaki provid detail pay domest program endors along campaign trail next presid go inherit aw fiscal mess tri care commit
680,1988,tuesday salt lake trapper found lose big lead well anybodi hope teach us lesson said relief pitcher michael gibbon sidearm miami threw last two inning held butt scoreless help two doubl play give trapper second straight victori know think got ahead got flat said gibbon talk way trapper took lead greg ehmig
681,1988,presid reagan defend tax budget polici friday elect year econom report congress say administr turn econom despair hope reagan seventh annual econom report brush accus democrat presidenti candid trillion nation debt record trade imbal reagan administr hobbl countri eventu would reduc american standard live beryl sprinkel
682,1988,tokyo chang jung koo korea world box council light flyweight champion receiv slight injuri lip train wednesday manag said chang schedul titl defens next week may postpon moment chanc bout pospon manag chun hoyun told associ press telephon interview make final decis tomorrow thursday consult japanes korean box
683,1988,fsu neb total first down rush pass penalti rd conv ct total net yard total offens play avg gain per play net yard rush total rush play avg gain per play net yard pass pass att comp inter
